MOF_name,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,LPD,PLD,SA_grav,VF,PSSD,density,Fugacity,chg,bond_length,eps_eff,sig_eff,loading,PC1,PC2
OPT_tfk_sym_5_mc_2_sym_3_on_2_2B_4H_2B_4H,0.0,0.0,0.0,0.0,0.196969697,0.03030303,0.0,0.015151515,0.0,0.348484848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.55552,18.81374,7680.706969,0.942164,4.255730889,7.412105814,100000.0,0.0,0.0,124.1,3.42,0.451397967,4.164996065474335,-2.78680819879218
SR_dnr_v1-4c_B_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_2B_4Br_Ch_1x1x2,0.00173627,0.0,0.00329168,0.0,0.0,7.23e-05,0.0,0.00025321,0.0,0.0,0.0,0.0,0.00028938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.03421,65.60985,2338.179612,0.917234,13.74557737,2.781702971,60000.0,0.964,1.1,72.4,3.86,0.100129835,7.6482751216906735,5.854257948807787
SR_ceq_v1-6c_bicyclooctane_Ch_v2-6c_Cr_1_Ch_v3-3c_pyrrole_Ch_ntn_edge_1B_2CN_Ch_2x2x2,0.0,0.00445212,0.02893879,0.00074202,0.00222606,0.0,0.0,0.00964626,0.00445212,0.00222606,0.0,0.0,0.00890424,0.00074202,0.0,0.0,0.0,0.0,0.0,0.0,5.34166,2.04066,130.366825,0.231116,1.816026512,0.724392333,5000000.0,0.0,0.0,221.0,4.1,1.935516927,-4.758517470676955,1.5489271940401343
SR_tfp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_2B_2SH_Ch_1x1x2,0.0,0.0,0.00226869,0.0,0.0,4.93e-05,0.0,0.00138094,0.0,0.0,0.0,0.0,0.00019728,0.0,0.0,0.0,0.0,0.00059183,0.0,0.0,59.35219,57.05724,5921.765,0.953351,16.13758,9.232019,60000.0,0.0,0.0,166.4,3.636,0.4118067,10.228086669520138,2.630037604694745
OPT_mcn_sym_6_mc_3_sym_3_on_2_ntn_edge_ntn_edge_1B_2NH2,0.0,0.0,0.01857581,0.0,0.0,0.0,0.0,0.0092879,0.0,0.0,0.00154798,0.0,0.0092879,0.0,0.0,0.0,0.00077399,0.0,0.00309597,0.0,6.29226,4.54366,1154.036701,0.630743,1.28019690033562,0.9750235579874,1000.0,0.9,1.6,30.0,5.3,0.00051165,-2.951332695470637,0.06883302774788856
OPT_acs_sym_7_mc_4_1B_2OH,0.0,0.0,0.01186933,0.0,0.00148367,0.0,0.0,0.00593466,0.0,0.0,0.0,0.0,0.00593466,0.00049456,0.00296733,0.0,0.0,0.0,0.0,0.0,9.7102,8.0108,2618.118948,0.711684,1.9701643380489,1.3869640117238,1000.0,0.9,1.6,30.0,5.3,0.00205207,-1.7033000145831438,-0.3543598899132233
OPT_apo_sym_6_mc_3_sym_3_on_2_1B_2CF3,0.0,0.0,0.01085849,0.002413,0.0,0.0,0.00723899,0.0036195,0.0,0.0,0.0,0.0,0.002413,0.0,0.0,0.0,0.00020108,0.0,0.00080433,0.0,11.15816,8.10222,3032.003434,0.731634,2.41104253330703,1.5245466586749,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.3478035449389068,-0.44497870845388326
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_2CH3_1B_2CH3,0.0,0.0,0.01224686,0.00266236,0.0,0.0,0.0,0.01224686,0.0,0.0,0.0,0.0,0.00212989,0.0,0.0,0.0,0.00017749,0.0,0.00070996,0.0,11.57936,8.45322,4575.875504,0.760886,2.04706854833244,2.1917086153629,1000.0,0.9,1.6,30.0,5.3,1e-07,-0.6657572648568661,-1.2773053011962503
OPT_mcn_sym_6_mc_3_sym_3_on_2_1B_2SH_ntn_edge_ntn_edge,0.0,0.0,0.01517836,0.0,0.0,0.0,0.0,0.00632432,0.0,0.0,0.0,0.0,0.00758918,0.0,0.0,0.0,0.00063243,0.00126486,0.00252973,0.0,7.99807,5.98544,2113.480561,0.72516,1.75987291222594,1.1443661454181,1000.0,0.9,1.6,30.0,5.3,0.00201511,-2.104028551044987,-0.3484924191000174
OPT_acs_sym_7_mc_4_1B_2F,0.0,0.0,0.01187012,0.0,0.00148377,0.0,0.00296753,0.00296753,0.0,0.0,0.0,0.0,0.00593506,0.00049459,0.0,0.0,0.0,0.0,0.0,0.0,10.73788,8.32974,2725.642753,0.741073,2.2570080257897,1.3654175536145,1000.0,0.9,1.6,30.0,5.3,0.0023911,-1.4719443185444456,-0.35841004768173046
OPT_ceq_sym_3_on_1_sym_7_mc_4_1B_4F_ntn_edge,0.0,0.0,0.01161015,0.0,0.00145127,0.0,0.00387005,0.0,0.0,0.00290254,0.0,0.0,0.00580508,0.00048376,0.0,0.0,0.0,0.0,0.0,0.0,9.90573,7.54809,2311.901963,0.731729,2.19507644188025,1.2137069842034,1000.0,0.9,1.5,30.0,5.25,0.00237846,-1.7532945211445754,-0.22718331685026624
OPT_pyr_sym_6_mc_3_sym_3_on_1_1B_2NO2,0.0,0.0,0.01087054,0.0,0.0,0.0,0.0,0.00271763,0.0,0.00407645,0.0,0.00543527,0.00271763,0.0,0.0,0.0,0.00022647,0.0,0.00090588,0.0,10.40722,6.74391,3304.999619,0.751897,2.15583104711491,1.5694217871633,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.3592748710770757,-0.7467354616126707
OPT_acs_sym_7_mc_4_1B_4H,0.0,0.0,0.0121287,0.0,0.00151609,0.0,0.0,0.00606435,0.0,0.0,0.0,0.0,0.00606435,0.00050536,0.0,0.0,0.0,0.0,0.0,0.0,10.84066,9.09554,3190.205274,0.744611,2.14269127242357,1.5534348115122,1000.0,0.9,1.6,30.0,5.3,0.0028801,-1.2503465262544415,-0.5634377322063931
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_2F_ntn_edge,0.0,0.0,0.01616017,0.0,0.0,0.0,0.00323203,0.00565606,0.0,0.0,0.0,0.0,0.00323203,0.0,0.0,0.0,0.00026934,0.0,0.00107734,0.0,10.33008,6.66879,3270.121056,0.758484,2.06468244660785,1.5533493289951,1000.0,0.9,1.6,30.0,5.3,0.00166988,-1.3720150607398924,-0.7725301306067055
OPT_bcu_sym_8_mc_9_2B_4H,0.0,0.0,0.0144288,0.0,0.0,0.0,0.0,0.01236754,0.0,0.0,0.0,0.0,0.00412251,0.0,0.0,0.00206126,0.00206126,0.0,0.0,0.00154594,11.68493,6.31624,2525.828986,0.6876,2.48667340338043,1.312847400584,1000.0,0.9,1.6,30.0,5.3,0.00632524,-1.7585528790104634,-0.1369806901862961
OPT_kkm_sym_6_mc_3_sym_3_on_1_ntn_edge_ntn_edge,0.0,0.0,0.01073013,0.0,0.0,0.0,0.0,0.0,0.0,0.00357671,0.0,0.0,0.01430684,0.0,0.0,0.0,0.00119224,0.0,0.00476895,0.0,7.6934,5.32632,1388.927763,0.704473,1.40228923254475,0.8150349329277,1000.0,0.9,1.6,30.0,5.3,1e-07,-2.5625517473725554,-0.0634579264517443
OPT_lnj_sym_3_on_1_sym_7_mc_4_ntn_edge_1B_2Br,0.00244428,0.0,0.01222142,0.0,0.00061107,0.0,0.0,0.00244428,0.0,0.00366643,0.0,0.0,0.00244428,0.00020369,0.0,0.0,0.0,0.0,0.0,0.0,9.55136,6.12235,2148.89353,0.756592,2.23032822263225,1.1094621502597,1000.0,0.9,1.6,30.0,5.3,0.00070024,-1.8447108224372744,-0.28196306065269006
OPT_lil_sym_5_mc_2_sym_3_on_2_ntn_edge_1B_2SH,0.0,0.0,0.01784941,0.0,0.0,0.00162267,0.0,0.00811337,0.0,0.0,0.0,0.0,0.0064907,0.0,0.0,0.0,0.0,0.00162267,0.0,0.0,8.04853,6.63025,2356.201452,0.695995,1.66873259630501,1.2505619860226,1000.0,0.9,1.6,30.0,5.3,0.00052166,-2.079946868692828,-0.367556618385543
OPT_mcn_sym_6_mc_3_sym_3_on_2_2B_2SH_ntn_edge_ntn_edge,0.0,0.0,0.01427052,0.0,0.0,0.0,0.0,0.00665957,0.0,0.0,0.0,0.0,0.00570821,0.0,0.0,0.0,0.00047568,0.00190274,0.00190274,0.0,8.2935,6.01798,2751.558546,0.741811,1.58464910272638,1.3020376751389,1000.0,0.9,1.6,30.0,5.3,0.0020411,-1.8513722458412427,-0.6798851892270906
OPT_hwx_sym_3_on_2_sym_7_mc_4_1B_2Br,0.00269515,0.0,0.0121282,0.0,0.00067379,0.0,0.0,0.00404273,0.0,0.0,0.0,0.0,0.00269515,0.0002246,0.0,0.0,0.0,0.0,0.0,0.0,11.06328,8.93832,2630.407419,0.792574,2.36282279058531,1.3477043030151,1000.0,0.9,1.6,30.0,5.3,0.00068188,-1.2564608576315632,-0.4022275938378356
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_4CN_ntn_edge,0.0,0.0062168,0.015542,0.0,0.0,0.0,0.0,0.0023313,0.0062168,0.0,0.0,0.0,0.0031084,0.0,0.0,0.0,0.00025903,0.0,0.00103613,0.0,7.76409,5.09398,1991.133541,0.605145,1.64806313152774,1.274756620976,1000.0,0.9,1.6,30.0,5.3,1e-07,-2.5762432619802897,-0.07914580444141661
OPT_ceq_sym_3_on_2_sym_7_mc_4_1B_4CN_1B_4CN,0.0,0.00468018,0.01053041,0.0,0.00058502,0.0,0.0,0.00117005,0.00468018,0.0,0.0,0.0,0.00234009,0.00019501,0.0,0.0,0.0,0.0,0.0,0.0,12.50746,10.26251,2857.523105,0.705192,3.04755842073293,1.6277499765441,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.1490394720623203,-0.06618328363915407
OPT_acs_sym_7_mc_4_1B_2Br,0.00299399,0.0,0.01197598,0.0,0.001497,0.0,0.0,0.00299399,0.0,0.0,0.0,0.0,0.00598799,0.000499,0.0,0.0,0.0,0.0,0.0,0.0,8.79475,6.99795,1635.734636,0.688489,2.15646115472952,0.9186541031062,3350.0,0.5,1.6,125.0,4.6,0.04042792,-2.257375807674297,0.13054358625766777
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_2Br_1B_2Br,0.00266657,0.0,0.01226623,0.0,0.0,0.0,0.0,0.00426651,0.0,0.0,0.0,0.0,0.00213326,0.0,0.0,0.0,0.00017777,0.0,0.00071109,0.0,11.91037,8.19008,2797.404276,0.801442,2.09014708896966,1.343683595959,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.2273639625462418,-0.5384626279864076
OPT_pyr_sym_6_mc_3_sym_3_on_1_1B_2Br,0.00272742,0.0,0.01090969,0.0,0.0,0.0,0.0,0.00272742,0.0,0.00136371,0.0,0.0,0.00272742,0.0,0.0,0.0,0.00022729,0.0,0.00090914,0.0,9.75441,7.40321,2714.846227,0.808288,1.81053451886261,1.2610395836203,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.4545118996587716,-0.6783616093920043
OPT_mcn_sym_6_mc_3_sym_3_on_2_1B_4CN_1B_4CN_ntn_edge,0.0,0.00523386,0.01256126,0.0,0.0,0.0,0.0,0.00157016,0.00523386,0.0,0.0,0.0,0.00314032,0.0,0.0,0.0,0.00026169,0.0,0.00104677,0.0,12.12628,7.29761,2587.705704,0.695837,2.58031509354404,1.4633814763105,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.5673825190770367,-0.14134272483243454
OPT_lil_sym_5_mc_2_sym_3_on_2_ntn_edge_1B_2OH,0.0,0.0,0.0178049,0.0,0.0,0.00161863,0.0,0.00809314,0.0,0.0,0.0,0.0,0.00647451,0.0,0.00161863,0.0,0.0,0.0,0.0,0.0,8.70767,8.05795,2475.814595,0.718972,1.76046280368901,1.3254411833332,1000.0,0.9,1.6,30.0,5.3,0.0006144,-1.8128384629174337,-0.3854251501045678
OPT_mcn_sym_6_mc_3_sym_3_on_2_2B_2F_ntn_edge_ntn_edge,0.0,0.0,0.01415024,0.0,0.0,0.0,0.0018867,0.00471675,0.0,0.0,0.0,0.0,0.00566009,0.0,0.0,0.0,0.00047167,0.0,0.0018867,0.0,10.46184,6.16782,3010.638326,0.779356,2.11992487363453,1.3938066583707,1000.0,0.9,1.6,30.0,5.3,0.00189638,-1.432878504363431,-0.7046646101698631
OPT_fsc_sym_6_mc_3_sym_5_on_11_1B_2CH3_1B_2CH3,0.0,0.0,0.01356364,0.00260839,0.0,0.0,0.0,0.0119986,0.0,0.0,0.0,0.0,0.00313007,0.0,0.0,0.0,0.00026084,0.0,0.00104336,0.0,11.50223,7.9397,3799.176844,0.736683,2.34957323324637,1.8313900488606,1000.0,0.9,1.6,30.0,5.3,0.0002985,-1.0464487301488306,-0.8128046009455089
OPT_apo_sym_6_mc_3_sym_3_on_1_ntn_edge,0.0,0.0,0.01148587,0.0,0.0,0.0,0.0,0.0,0.0,0.00574293,0.0,0.0,0.01148587,0.0,0.0,0.0,0.00095716,0.0,0.00382862,0.0,6.83835,6.00403,1652.443164,0.731438,1.21105074885712,0.9016539641769,1000.0,0.9,1.6,30.0,5.3,0.00281358,-2.410830226699219,-0.29166753486165503
OPT_lil_sym_5_mc_2_sym_3_on_2_ntn_edge_1B_4CN,0.0,0.00320257,0.01761415,0.0,0.0,0.00160129,0.0,0.00480386,0.00320257,0.0,0.0,0.0,0.00640515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.02764,4.77139,1885.536102,0.644374,1.92582854014357,1.1949698063114,1000.0,0.9,1.6,30.0,5.3,1e-07,-2.4628250366950972,-0.08002951877963775
OPT_mcn_sym_6_mc_3_sym_3_on_1_1B_2NO2_1B_2NO2_1B_2NO2,0.0,0.0,0.0105112,0.0,0.0,0.0,0.0,0.0026278,0.0,0.0039417,0.0,0.0052556,0.0026278,0.0,0.0,0.0,0.00021898,0.0,0.00087593,0.0,10.8789,7.13647,3366.70009,0.759143,2.4183131824407,1.6230741448509,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.216138246478477,-0.715651324530446
OPT_ceq_sym_3_on_1_sym_7_mc_4_1B_4F_ntn_edge,0.0,0.0,0.01161015,0.0,0.00145127,0.0,0.00387005,0.0,0.0,0.00290254,0.0,0.0,0.00580508,0.00048376,0.0,0.0,0.0,0.0,0.0,0.0,9.90573,7.54809,2311.901963,0.731729,2.19507644188025,1.2137069842034,1000.0,0.9,1.6,30.0,5.3,0.00229144,-1.7532945211445754,-0.22718331685026624
OPT_mcn_sym_6_mc_3_sym_3_on_2_ntn_edge_2B_4CN_ntn_edge,0.0,0.00687525,0.0141802,0.0,0.0,0.0,0.0,0.00128911,0.00687525,0.0,0.0,0.0,0.00257822,0.0,0.0,0.0,0.00021485,0.0,0.00085941,0.0,9.7768,7.24997,1836.324437,0.602909,2.39305158725297,1.3341314609659,1000.0,0.9,1.6,30.0,5.3,1e-07,-2.255845537841483,0.2834405339298367
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_4CN_1B_4CN,0.0,0.0052556,0.01208787,0.0,0.0,0.0,0.0,0.00157668,0.0052556,0.0,0.0,0.0,0.00210224,0.0,0.0,0.0,0.00017519,0.0,0.00070075,0.0,11.08306,7.22376,3161.260877,0.711137,2.26183227952474,1.6463706810742,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.423634060849979,-0.5362952573297985
OPT_fsc_sym_6_mc_3_sym_5_on_11_1B_2SH_1B_2SH,0.0,0.0,0.01356892,0.0,0.0,0.0,0.0,0.00678446,0.0,0.0,0.0,0.0,0.00313129,0.0,0.0,0.0,0.00026094,0.00260941,0.00104376,0.0,11.36857,7.89112,3243.517728,0.765663,2.30754091719647,1.6015230528496,1000.0,0.9,1.6,30.0,5.3,0.00099373,-1.1729180023324652,-0.6541960197227611
OPT_pts_sym_5_mc_2_1AN_C_1B_2NH2,0.0,0.0,0.01528554,0.00054591,0.0,0.00109182,0.0,0.01310189,0.0,0.0,0.0043673,0.0,0.0043673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4573,7.00273,2759.259504,0.673234,1.87389153687659,1.4914355817829,1000.0,0.9,1.6,30.0,5.3,0.0008235,-1.9068563734987536,-0.43605454253103193
OPT_lnj_sym_3_on_2_sym_7_mc_4_1B_4CN_ntn_edge,0.0,0.00379487,0.01233331,0.0,0.00047436,0.0,0.0,0.00284615,0.00379487,0.0,0.0,0.0,0.00189743,0.00015812,0.0,0.0,0.0,0.0,0.0,0.0,12.86309,6.5518,3021.626124,0.710694,2.54133830323142,1.6977449956302,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.346969338468514,-0.40758247391653624
OPT_mcn_sym_6_mc_3_sym_3_on_2_1B_2CH3_ntn_edge_1B_2CH3,0.0,0.0,0.01551153,0.0020682,0.0,0.0,0.0,0.01137512,0.0,0.0,0.0,0.0,0.00620461,0.0,0.0,0.0,0.00051705,0.0,0.0020682,0.0,9.07201,5.81748,2046.160702,0.666582,2.10295246324666,1.2938817422684,1000.0,0.9,1.6,30.0,5.3,0.00184941,-2.1714405894140927,-0.10216801501067045
OPT_mcn_sym_6_mc_3_sym_3_on_2_ntn_edge_1B_2CH3_1B_2CH3,0.0,0.0,0.01574993,0.00328124,0.0,0.0,0.0,0.01509368,0.0,0.0,0.0,0.0,0.00393748,0.0,0.0,0.0,0.00032812,0.0,0.00131249,0.0,10.36929,8.81224,2148.145341,0.658515,2.60291932401526,1.5135286938778,1000.0,0.9,1.6,30.0,5.3,0.00027037,-1.7764749769008694,0.10793152879955997
OPT_fog_sym_5_mc_2_sym_3_on_2_1B_2CN_ntn_edge,0.0,0.00135213,0.01487347,0.0,0.0,0.00135213,0.0,0.00540853,0.00135213,0.0,0.0,0.0,0.00540853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86641,8.45741,1955.388542,0.685913,2.72965234400176,1.3178837970015,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.82736862791251,0.14013727638160167
OPT_mcn_sym_6_mc_3_sym_3_on_2_2B_2CN_ntn_edge_ntn_edge,0.0,0.00189581,0.01421857,0.0,0.0,0.0,0.0,0.00473952,0.00189581,0.0,0.0,0.0,0.00568743,0.0,0.0,0.0,0.00047395,0.0,0.00189581,0.0,9.3023,6.3364,2774.369361,0.737092,1.69210223832796,1.34585776086,1000.0,0.9,1.6,30.0,5.3,0.0016675,-1.7584038252803083,-0.6128081390206881
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_2Br_ntn_edge,0.0032243,0.0,0.01612151,0.0,0.0,0.0,0.0,0.00564253,0.0,0.0,0.0,0.0,0.0032243,0.0,0.0,0.0,0.00026869,0.0,0.00107477,0.0,9.25412,5.92095,1983.237314,0.722751,1.96358734116714,1.0327152085906,1000.0,0.9,1.6,30.0,5.3,0.00066233,-2.0894868367729256,-0.18312361140057193
OPT_mcn_sym_6_mc_3_sym_3_on_2_2B_2Br_ntn_edge_ntn_edge,0.00190347,0.0,0.01427599,0.0,0.0,0.0,0.0,0.00475866,0.0,0.0,0.0,0.0,0.0057104,0.0,0.0,0.0,0.00047587,0.0,0.00190347,0.0,7.89695,5.92029,2412.309513,0.753802,1.52824196466742,1.0912942244933,1000.0,0.9,1.6,30.0,5.3,0.00143576,-1.9975373708421402,-0.5701630569830282
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_2CF3_1B_2CF3,0.0,0.0,0.01239403,0.00269436,0.0,0.0,0.00808307,0.00431097,0.0,0.0,0.0,0.0,0.00215548,0.0,0.0,0.0,0.00017962,0.0,0.00071849,0.0,10.36614,6.99396,2871.632212,0.706768,1.70176088888146,1.4220290476225,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.7133744591224227,-0.5114148856659755
OPT_mcn_sym_6_mc_3_sym_3_on_2_1B_2OH_ntn_edge_1B_2OH,0.0,0.0,0.01542392,0.0,0.0,0.0,0.0,0.00719783,0.0,0.0,0.0,0.0,0.00616957,0.0,0.00205652,0.0,0.00051413,0.0,0.00205652,0.0,8.86233,6.41269,2491.202253,0.715581,2.06075008665026,1.2899229006024,1000.0,0.9,1.6,30.0,5.3,0.0018971,-1.884150032549882,-0.3815335351917067
OPT_sit_sym_3_on_1_sym_7_mc_4_1B_4CN,0.0,0.00571382,0.01142765,0.0,0.00071423,0.0,0.0,0.0,0.00571382,0.00142846,0.0,0.0,0.00285691,0.00023808,0.0,0.0,0.0,0.0,0.0,0.0,11.1382,6.77695,2735.105289,0.694978,2.78349180367,1.534004418456,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.5683929401718002,-0.22997583154651324
OPT_sit_sym_3_on_1_sym_7_mc_4_ntn_edge,0.0,0.0,0.01339208,0.0,0.00334802,0.0,0.0,0.0,0.0,0.00669604,0.0,0.0,0.01339208,0.00111601,0.0,0.0,0.0,0.0,0.0,0.0,7.76324,5.35302,1406.114235,0.666337,1.78399479566161,0.9112817291748,1000.0,0.9,1.6,30.0,5.3,0.00070572,-2.596077803813582,0.08884817714646069
OPT_edq_sym_3_on_2_sym_7_mc_4_1B_2CF3_1B_2CF3,0.0,0.0,0.01174268,0.00255276,0.00051055,0.0,0.00765827,0.00408441,0.0,0.0,0.0,0.0,0.00204221,0.00017018,0.0,0.0,0.0,0.0,0.0,0.0,14.98133,8.72533,2786.142459,0.717589,3.80545480350509,1.5713183969925,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.0000277998300553,0.11175139365787998
OPT_lil_sym_5_mc_2_sym_3_on_2_ntn_edge_1B_2CN,0.0,0.0016127,0.01773966,0.0,0.0,0.0016127,0.0,0.00645078,0.0016127,0.0,0.0,0.0,0.00645078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.39485,5.74963,2306.069793,0.688787,1.86746088627471,1.2889424116179,1000.0,0.9,1.6,30.0,5.3,3.9577484e-05,-2.110695255206181,-0.3275841712207627
OPT_lvtb_sym_5_mc_2_sym_5_on_9_1B_2OH,0.0,0.0,0.01570236,0.0,0.0,0.00092367,0.0,0.00831302,0.0,0.0,0.0,0.0,0.00369467,0.0,0.00369467,0.0,0.0,0.0,0.0,0.0,8.87694,5.91749,3670.89096,0.718812,1.27459238287596,1.610643619763,1000.0,0.9,1.6,30.0,5.3,0.00162315,-1.6267711117400543,-1.0607270989142996
OPT_stx_sym_5_mc_2_sym_3_on_2_ntn_edge_1B_4H,0.0,0.0,0.01749798,0.0,0.0,0.00159073,0.0,0.00795363,0.0,0.0,0.0,0.0,0.0063629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8864,6.05829,2520.811976,0.749597,3.9104046774708,1.430208501024,1000.0,0.9,1.6,30.0,5.3,0.00022936,-1.2100183441035182,0.012676402086267248
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_2SH_ntn_edge,0.0,0.0,0.01624443,0.0,0.0,0.0,0.0,0.00893444,0.0,0.0,0.0,0.0,0.00324889,0.0,0.0,0.0,0.00027074,0.00324889,0.00108296,0.0,9.25834,5.68303,2406.915369,0.696603,1.84281913846707,1.3830175963846,1000.0,0.9,1.6,30.0,5.3,0.00139546,-1.989522865403386,-0.38370814571320766
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_2CH3_ntn_edge,0.0,0.0,0.01601839,0.00320368,0.0,0.0,0.0,0.01521747,0.0,0.0,0.0,0.0,0.00320368,0.0,0.0,0.0,0.00026697,0.0,0.00106789,0.0,9.22806,5.75578,2867.516669,0.674175,1.6948665787799,1.6206528801122,1000.0,0.9,1.6,30.0,5.3,0.00052881,-1.8938931775036103,-0.5711621903827238
OPT_ceq_sym_3_on_2_sym_7_mc_4_1B_2CN_ntn_edge,0.0,0.00189225,0.01419184,0.0,0.00141918,0.0,0.0,0.00473061,0.00189225,0.0,0.0,0.0,0.00567674,0.00047306,0.0,0.0,0.0,0.0,0.0,0.0,9.22428,6.10924,2173.214533,0.693724,2.19434052366655,1.3148844412116,1000.0,0.9,1.6,30.0,5.3,0.00203681,-2.0040855291760113,-0.19024705149810797
OPT_kkm_sym_6_mc_3_sym_3_on_2_1B_4Br_1B_4Br,0.00534202,0.0,0.01157438,0.0,0.0,0.0,0.0,0.00089034,0.0,0.0,0.0,0.0,0.00356135,0.0,0.0,0.0,0.00029678,0.0,0.00118712,0.0,12.11966,7.73796,1548.50487,0.745992,2.9616846407094,0.8528303864737,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.7706958763981806,0.3353985299719254
OPT_pyr_sym_6_mc_3_sym_3_on_2_1B_2NO2,0.0,0.0,0.01203569,0.0,0.0,0.0,0.0,0.0040119,0.0,0.0026746,0.0,0.0053492,0.0026746,0.0,0.0,0.0,0.00022288,0.0,0.00089153,0.0,10.06241,7.32373,3454.644475,0.74623,1.91105570924997,1.6002733027603,1000.0,0.9,1.6,30.0,5.3,1e-07,-1.349801637746732,-0.8262750423123177
OPT_pts_sym_5_mc_2_1AN_C_1B_2CH3,0.0,0.0,0.01521594,0.00489084,0.0,0.00108685,0.0,0.01738965,0.0,0.0,0.0,0.0,0.00434741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21943,6.89568,2719.943524,0.628641,1.86571334646192,1.5144417735773,1000.0,0.9,1.6,30.0,5.3,0.00034475,-2.079386161894877,-0.3207889033115386
OPT_dag_sym_3_on_1_sym_7_mc_4_1B_2NO2,0.0,0.0,0.01092966,0.0,0.0006831,0.0,0.0,0.00273242,0.0,0.00409862,0.0,0.00546483,0.00273242,0.0002277,0.0,0.0,0.0,0.0,0.0,0.0,11.49202,8.71491,2949.045398,0.744099,2.76147613321892,1.6623319425411,1000.0,0.9,1.6,30.0,5.3,0.00035906,-1.173206726019743,-0.37756068888405936
OPT_sit_sym_3_on_1_sym_7_mc_4_1B_2SH,0.0,0.0,0.01094177,0.0,0.00068386,0.0,0.0,0.00547088,0.0,0.00136772,0.0,0.0,0.00273544,0.00022795,0.0,0.0,0.0,0.00273544,0.0,0.0,13.53282,9.52899,3503.314092,0.787375,3.07291393731921,1.8429169364694,1000.0,0.9,1.6,30.0,5.3,0.00066614,-0.6330898920552873,-0.5631001584751465
OPT_mcn_sym_6_mc_3_sym_3_on_2_2B_2NO2_ntn_edge_ntn_edge,0.0,0.0,0.01424581,0.0,0.0,0.0,0.0,0.0047486,0.0,0.00189944,0.0,0.00379888,0.00569833,0.0,0.0,0.0,0.00047486,0.0,0.00189944,0.0,9.31524,5.345,2401.678898,0.714308,1.86624170133205,1.2384074450743,1000.0,0.9,1.6,30.0,5.3,0.00133276,-1.9952912959518716,-0.40176308226957064
OPT_kkm_sym_6_mc_3_sym_3_on_2_ntn_edge_1B_2OH,0.0,0.0,0.01432608,0.0,0.0,0.0,0.0,0.00613975,0.0,0.0,0.0,0.0,0.00818633,0.0,0.00204658,0.0,0.00068219,0.0,0.00272878,0.0,8.76389,6.01807,2065.705894,0.704163,1.80142562755229,1.1333103075169,1000.0,0.9,1.6,30.0,5.3,0.00142384,-2.141210475736039,-0.23251954882981116
OPT_fcu_sym_12_mc_11_2B_4H,0.0,0.0,0.01688193,0.0,0.0,0.0,0.0,0.01045072,0.0,0.0,0.0,0.0,0.00482341,0.0008039,0.0,0.0,0.0008039,0.0,0.0,0.00120585,13.21319,5.66328,2659.996884,0.703005,3.36218389590377,1.4129981937558,1000.0,0.9,1.6,30.0,5.3,0.00264215,-1.477557920084271,-0.05312640170026889
OPT_mcn_sym_6_mc_3_sym_3_on_2_1B_2CN_ntn_edge_1B_2CN,0.0,0.0020294,0.01522048,0.0,0.0,0.0,0.0,0.00507349,0.0020294,0.0,0.0,0.0,0.00608819,0.0,0.0,0.0,0.00050735,0.0,0.0020294,0.0,8.87706,5.95062,2162.954758,0.695944,2.04534631658044,1.2572645783197,1000.0,0.9,1.6,30.0,5.3,0.00160933,-2.0678610621238107,-0.22715175381356922
