MOF_name,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,LPD,PLD,SA_grav,VF,PSSD,density,Fugacity,chg,bond_length,eps_eff,sig_eff
OPT_acs_sym_7_mc_4_1B_2Br,0.00299399,0,0.01197598,0,0.001497,0,0,0.00299399,0,0,0,0,0.00598799,0.000499,0,0,0,0,0,0,8.79475,6.99795,1635.734636,0.688489,2.15646115472952,0.9186541031062,AAA,BBB,CCC,DDD,EEE
