Fugacity,chg,bond_length,eps_eff,sig_eff
150000,0.5,1.2,195,3.6
150000,0.9,1.2,195,3.6
150000,0.0,1.2,195,4.3
150000,0.3,1.2,195,4.3
150000,0.5,1.2,195,4.3
150000,0.9,1.2,195,4.3
150000,0.0,1.2,195,5.1
150000,0.3,1.2,195,5.1
150000,0.5,1.2,195,5.1
150000,0.9,1.2,195,5.1
150000,0.0,1.5,125,3.75
150000,0.3,1.5,125,3.75
150000,0.5,1.5,125,3.75
150000,0.9,1.5,125,3.75
150000,0.0,1.5,125,4.45
150000,0.3,1.5,125,4.45
150000,0.5,1.5,125,4.45
150000,0.9,1.5,125,4.45
150000,0.0,1.5,125,5.25
150000,0.3,1.5,125,5.25
150000,0.5,1.5,125,5.25
150000,0.9,1.5,125,5.25
575000,0.0,1.2,125,3.6
575000,0.3,1.2,125,3.6
575000,0.5,1.2,125,3.6
575000,0.9,1.2,125,3.6
575000,0.0,1.2,125,4.3
575000,0.3,1.2,125,4.3
575000,0.5,1.2,125,4.3
575000,0.9,1.2,125,4.3
575000,0.0,1.2,125,5.1
575000,0.3,1.2,125,5.1
575000,0.5,1.2,125,5.1
575000,0.9,1.2,125,5.1
575000,0.0,1.2,195,3.6
575000,0.3,1.2,195,3.6
575000,0.5,1.2,195,3.6
575000,0.9,1.2,195,3.6
575000,0.0,1.2,195,4.3
575000,0.3,1.2,195,4.3
575000,0.5,1.2,195,4.3
575000,0.9,1.2,195,4.3
575000,0.0,1.2,195,5.1
575000,0.3,1.2,195,5.1
575000,0.5,1.2,195,5.1
575000,0.9,1.2,195,5.1
575000,0.0,1.5,125,3.75
575000,0.3,1.5,125,3.75
575000,0.5,1.5,125,3.75
575000,0.9,1.5,125,3.75
575000,0.0,1.5,125,4.45
575000,0.3,1.5,125,4.45
575000,0.5,1.5,125,4.45
575000,0.9,1.5,125,4.45
575000,0.0,1.5,125,5.25
575000,0.3,1.5,125,5.25
575000,0.5,1.5,125,5.25
575000,0.9,1.5,125,5.25
1500000,0.0,1.2,125,3.6
1500000,0.3,1.2,125,3.6
1500000,0.5,1.2,125,3.6
1500000,0.9,1.2,125,3.6
1500000,0.0,1.2,125,4.3
1500000,0.3,1.2,125,4.3
1500000,0.5,1.2,125,4.3
1500000,0.9,1.2,125,4.3
1500000,0.0,1.2,125,5.1
1500000,0.3,1.2,125,5.1
1500000,0.5,1.2,125,5.1
1500000,0.9,1.2,125,5.1
1500000,0.0,1.2,195,3.6
1500000,0.3,1.2,195,3.6
1500000,0.5,1.2,195,3.6
1500000,0.9,1.2,195,3.6
1500000,0.0,1.2,195,4.3
1500000,0.3,1.2,195,4.3
1500000,0.5,1.2,195,4.3
1500000,0.9,1.2,195,4.3
1500000,0.0,1.2,195,5.1
1500000,0.3,1.2,195,5.1
1500000,0.5,1.2,195,5.1
1500000,0.9,1.2,195,5.1
1500000,0.0,1.5,125,3.75
1500000,0.3,1.5,125,3.75
1500000,0.5,1.5,125,3.75
1500000,0.9,1.5,125,3.75
1500000,0.0,1.5,125,4.45
1500000,0.3,1.5,125,4.45
1500000,0.5,1.5,125,4.45
1500000,0.9,1.5,125,4.45
1500000,0.0,1.5,125,5.25
1500000,0.3,1.5,125,5.25
1500000,0.5,1.5,125,5.25
1500000,0.9,1.5,125,5.25
1500000,0.0,1.2,125,3.6
1500000,0.3,1.2,125,3.6
1500000,0.5,1.2,125,3.6
1500000,0.9,1.2,125,3.6
1500000,0.0,1.2,125,4.3
1500000,0.3,1.2,125,4.3
1500000,0.5,1.2,125,4.3
1500000,0.9,1.2,125,4.3
1500000,0.0,1.2,125,5.1
1500000,0.3,1.2,125,5.1
1500000,0.5,1.2,125,5.1
1500000,0.9,1.2,125,5.1
1500000,0.0,1.2,195,3.6
1500000,0.3,1.2,195,3.6
1500000,0.5,1.2,195,3.6
1500000,0.9,1.2,195,3.6
1500000,0.0,1.2,195,4.3
1500000,0.3,1.2,195,4.3
1500000,0.5,1.2,195,4.3
1500000,0.9,1.2,195,4.3
1500000,0.0,1.2,195,5.1
1500000,0.3,1.2,195,5.1
1500000,0.5,1.2,195,5.1
1500000,0.9,1.2,195,5.1
1500000,0.0,1.5,125,3.75
1500000,0.3,1.5,125,3.75
1500000,0.5,1.5,125,3.75
1500000,0.9,1.5,125,3.75
1500000,0.0,1.5,125,4.45
1500000,0.3,1.5,125,4.45
1500000,0.5,1.5,125,4.45
1500000,0.9,1.5,125,4.45
1500000,0.0,1.5,125,5.25
1500000,0.3,1.5,125,5.25
1500000,0.5,1.5,125,5.25
1500000,0.9,1.5,125,5.25
8250000,0.0,1.2,125,3.6
8250000,0.3,1.2,125,3.6
8250000,0.5,1.2,125,3.6
8250000,0.9,1.2,125,3.6
8250000,0.0,1.2,125,4.3
8250000,0.3,1.2,125,4.3
8250000,0.5,1.2,125,4.3
8250000,0.9,1.2,125,4.3
8250000,0.0,1.2,125,5.1
8250000,0.3,1.2,125,5.1
8250000,0.5,1.2,125,5.1
8250000,0.9,1.2,125,5.1
8250000,0.0,1.2,195,3.6
8250000,0.3,1.2,195,3.6
8250000,0.5,1.2,195,3.6
8250000,0.9,1.2,195,3.6
8250000,0.0,1.2,195,4.3
8250000,0.3,1.2,195,4.3
8250000,0.5,1.2,195,4.3
8250000,0.9,1.2,195,4.3
8250000,0.0,1.2,195,5.1
8250000,0.3,1.2,195,5.1
8250000,0.5,1.2,195,5.1
8250000,0.9,1.2,195,5.1
8250000,0.0,1.5,125,3.75
8250000,0.3,1.5,125,3.75
8250000,0.5,1.5,125,3.75
8250000,0.9,1.5,125,3.75
8250000,0.0,1.5,125,4.45
8250000,0.3,1.5,125,4.45
8250000,0.5,1.5,125,4.45
8250000,0.9,1.5,125,4.45
8250000,0.0,1.5,125,5.25
8250000,0.3,1.5,125,5.25
8250000,0.5,1.5,125,5.25
8250000,0.9,1.5,125,5.25
10000000,0.0,1.2,125,3.6
10000000,0.3,1.2,125,3.6
10000000,0.5,1.2,125,3.6
10000000,0.9,1.2,125,3.6
10000000,0.0,1.2,125,4.3
10000000,0.3,1.2,125,4.3
10000000,0.5,1.2,125,4.3
10000000,0.9,1.2,125,4.3
10000000,0.0,1.2,125,5.1
10000000,0.3,1.2,125,5.1
10000000,0.5,1.2,125,5.1
10000000,0.9,1.2,125,5.1
10000000,0.0,1.2,195,3.6
10000000,0.3,1.2,195,3.6
10000000,0.5,1.2,195,3.6
10000000,0.9,1.2,195,3.6
10000000,0.0,1.2,195,4.3
10000000,0.3,1.2,195,4.3
10000000,0.5,1.2,195,4.3
10000000,0.9,1.2,195,4.3
10000000,0.0,1.2,195,5.1
10000000,0.3,1.2,195,5.1
10000000,0.5,1.2,195,5.1
10000000,0.9,1.2,195,5.1
10000000,0.0,1.5,125,3.75
10000000,0.3,1.5,125,3.75
10000000,0.5,1.5,125,3.75
10000000,0.9,1.5,125,3.75
10000000,0.0,1.5,125,4.45
10000000,0.3,1.5,125,4.45
10000000,0.5,1.5,125,4.45
10000000,0.9,1.5,125,4.45
10000000,0.0,1.5,125,5.25
10000000,0.3,1.5,125,5.25
10000000,0.5,1.5,125,5.25
10000000,0.9,1.5,125,5.25
150000,0.0,1.5,195,3.75
150000,0.3,1.5,195,3.75
150000,0.5,1.5,195,3.75
150000,0.9,1.5,195,3.75
150000,0.0,1.5,195,4.45
150000,0.3,1.5,195,4.45
150000,0.5,1.5,195,4.45
150000,0.9,1.5,195,4.45
150000,0.0,1.5,195,5.25
150000,0.3,1.5,195,5.25
150000,0.5,1.5,195,5.25
150000,0.9,1.5,195,5.25
150000,0.0,1.6,125,3.9
150000,0.3,1.6,125,3.9
150000,0.5,1.6,125,3.9
150000,0.9,1.6,125,3.9
150000,0.0,1.6,125,4.6
150000,0.3,1.6,125,4.6
150000,0.5,1.6,125,4.6
150000,0.9,1.6,125,4.6
150000,0.0,1.6,125,5.3
150000,0.3,1.6,125,5.3
150000,0.5,1.6,125,5.3
150000,0.9,1.6,125,5.3
150000,0.0,1.6,195,3.9
150000,0.3,1.6,195,3.9
150000,0.5,1.6,195,3.9
150000,0.9,1.6,195,3.9
150000,0.0,1.6,195,4.6
150000,0.3,1.6,195,4.6
150000,0.5,1.6,195,4.6
150000,0.9,1.6,195,4.6
150000,0.0,1.6,195,5.3
150000,0.3,1.6,195,5.3
150000,0.5,1.6,195,5.3
150000,0.9,1.6,195,5.3
575000,0.0,1.5,195,3.75
575000,0.3,1.5,195,3.75
575000,0.5,1.5,195,3.75
575000,0.9,1.5,195,3.75
575000,0.0,1.5,195,4.45
575000,0.3,1.5,195,4.45
575000,0.5,1.5,195,4.45
575000,0.9,1.5,195,4.45
575000,0.0,1.5,195,5.25
575000,0.3,1.5,195,5.25
575000,0.5,1.5,195,5.25
575000,0.9,1.5,195,5.25
575000,0.0,1.6,125,3.9
575000,0.3,1.6,125,3.9
575000,0.5,1.6,125,3.9
575000,0.9,1.6,125,3.9
575000,0.0,1.6,125,4.6
575000,0.3,1.6,125,4.6
575000,0.5,1.6,125,4.6
575000,0.9,1.6,125,4.6
575000,0.0,1.6,125,5.3
575000,0.3,1.6,125,5.3
575000,0.5,1.6,125,5.3
575000,0.9,1.6,125,5.3
575000,0.0,1.6,195,3.9
575000,0.3,1.6,195,3.9
575000,0.5,1.6,195,3.9
575000,0.9,1.6,195,3.9
575000,0.0,1.6,195,4.6
575000,0.3,1.6,195,4.6
575000,0.5,1.6,195,4.6
575000,0.9,1.6,195,4.6
575000,0.0,1.6,195,5.3
575000,0.3,1.6,195,5.3
575000,0.5,1.6,195,5.3
575000,0.9,1.6,195,5.3
1500000,0.0,1.5,195,3.75
1500000,0.3,1.5,195,3.75
1500000,0.5,1.5,195,3.75
1500000,0.9,1.5,195,3.75
1500000,0.0,1.5,195,4.45
1500000,0.3,1.5,195,4.45
1500000,0.5,1.5,195,4.45
1500000,0.9,1.5,195,4.45
1500000,0.0,1.5,195,5.25
1500000,0.3,1.5,195,5.25
1500000,0.5,1.5,195,5.25
1500000,0.9,1.5,195,5.25
1500000,0.0,1.6,125,3.9
1500000,0.3,1.6,125,3.9
1500000,0.5,1.6,125,3.9
1500000,0.9,1.6,125,3.9
1500000,0.0,1.6,125,4.6
1500000,0.3,1.6,125,4.6
1500000,0.5,1.6,125,4.6
1500000,0.9,1.6,125,4.6
1500000,0.0,1.6,125,5.3
1500000,0.3,1.6,125,5.3
1500000,0.5,1.6,125,5.3
1500000,0.9,1.6,125,5.3
1500000,0.0,1.6,195,3.9
1500000,0.3,1.6,195,3.9
1500000,0.5,1.6,195,3.9
1500000,0.9,1.6,195,3.9
1500000,0.0,1.6,195,4.6
1500000,0.3,1.6,195,4.6
1500000,0.5,1.6,195,4.6
1500000,0.9,1.6,195,4.6
1500000,0.0,1.6,195,5.3
1500000,0.3,1.6,195,5.3
1500000,0.5,1.6,195,5.3
1500000,0.9,1.6,195,5.3
1500000,0.0,1.5,195,3.75
1500000,0.3,1.5,195,3.75
1500000,0.5,1.5,195,3.75
1500000,0.9,1.5,195,3.75
1500000,0.0,1.5,195,4.45
1500000,0.3,1.5,195,4.45
1500000,0.5,1.5,195,4.45
1500000,0.9,1.5,195,4.45
1500000,0.0,1.5,195,5.25
1500000,0.3,1.5,195,5.25
1500000,0.5,1.5,195,5.25
1500000,0.9,1.5,195,5.25
1500000,0.0,1.6,125,3.9
1500000,0.3,1.6,125,3.9
1500000,0.5,1.6,125,3.9
1500000,0.9,1.6,125,3.9
1500000,0.0,1.6,125,4.6
1500000,0.3,1.6,125,4.6
1500000,0.5,1.6,125,4.6
1500000,0.9,1.6,125,4.6
1500000,0.0,1.6,125,5.3
1500000,0.3,1.6,125,5.3
1500000,0.5,1.6,125,5.3
1500000,0.9,1.6,125,5.3
1500000,0.0,1.6,195,3.9
1500000,0.3,1.6,195,3.9
1500000,0.5,1.6,195,3.9
1500000,0.9,1.6,195,3.9
1500000,0.0,1.6,195,4.6
1500000,0.3,1.6,195,4.6
1500000,0.5,1.6,195,4.6
1500000,0.9,1.6,195,4.6
1500000,0.0,1.6,195,5.3
1500000,0.3,1.6,195,5.3
1500000,0.5,1.6,195,5.3
1500000,0.9,1.6,195,5.3
8250000,0.0,1.5,195,3.75
8250000,0.3,1.5,195,3.75
8250000,0.5,1.5,195,3.75
8250000,0.9,1.5,195,3.75
8250000,0.0,1.5,195,4.45
8250000,0.3,1.5,195,4.45
8250000,0.5,1.5,195,4.45
8250000,0.9,1.5,195,4.45
8250000,0.0,1.5,195,5.25
8250000,0.3,1.5,195,5.25
8250000,0.5,1.5,195,5.25
8250000,0.9,1.5,195,5.25
8250000,0.0,1.6,125,3.9
8250000,0.3,1.6,125,3.9
8250000,0.5,1.6,125,3.9
8250000,0.9,1.6,125,3.9
8250000,0.0,1.6,125,4.6
8250000,0.3,1.6,125,4.6
8250000,0.5,1.6,125,4.6
8250000,0.9,1.6,125,4.6
8250000,0.0,1.6,125,5.3
8250000,0.3,1.6,125,5.3
8250000,0.5,1.6,125,5.3
8250000,0.9,1.6,125,5.3
8250000,0.0,1.6,195,3.9
8250000,0.3,1.6,195,3.9
8250000,0.5,1.6,195,3.9
8250000,0.9,1.6,195,3.9
8250000,0.0,1.6,195,4.6
8250000,0.3,1.6,195,4.6
8250000,0.5,1.6,195,4.6
8250000,0.9,1.6,195,4.6
8250000,0.0,1.6,195,5.3
8250000,0.3,1.6,195,5.3
8250000,0.5,1.6,195,5.3
8250000,0.9,1.6,195,5.3
10000000,0.0,1.5,195,3.75
10000000,0.3,1.5,195,3.75
10000000,0.5,1.5,195,3.75
10000000,0.9,1.5,195,3.75
10000000,0.0,1.5,195,4.45
10000000,0.3,1.5,195,4.45
10000000,0.5,1.5,195,4.45
10000000,0.9,1.5,195,4.45
10000000,0.0,1.5,195,5.25
10000000,0.3,1.5,195,5.25
10000000,0.5,1.5,195,5.25
10000000,0.9,1.5,195,5.25
10000000,0.0,1.6,125,3.9
10000000,0.3,1.6,125,3.9
10000000,0.5,1.6,125,3.9
10000000,0.9,1.6,125,3.9
10000000,0.0,1.6,125,4.6
10000000,0.3,1.6,125,4.6
10000000,0.5,1.6,125,4.6
10000000,0.9,1.6,125,4.6
10000000,0.0,1.6,125,5.3
10000000,0.3,1.6,125,5.3
10000000,0.5,1.6,125,5.3
10000000,0.9,1.6,125,5.3
10000000,0.0,1.6,195,3.9
10000000,0.3,1.6,195,3.9
10000000,0.5,1.6,195,3.9
10000000,0.9,1.6,195,3.9
10000000,0.0,1.6,195,4.6
10000000,0.3,1.6,195,4.6
10000000,0.5,1.6,195,4.6
10000000,0.9,1.6,195,4.6
10000000,0.0,1.6,195,5.3
10000000,0.3,1.6,195,5.3
10000000,0.5,1.6,195,5.3
10000000,0.9,1.6,195,5.3
3350,0.0,0.0,155,4.6
3350,0.0,0.0,205,3.0
3350,0.0,0.0,205,3.6
3350,0.0,0.0,205,4.1
3350,0.0,0.0,205,4.6
3350,0.0,0.0,250,3.0
3350,0.0,0.0,250,3.6
3350,0.0,0.0,250,4.1
3350,0.0,0.0,250,4.6
5750,0.0,0.0,155,3.0
5750,0.0,0.0,155,3.6
5750,0.0,0.0,155,4.1
5750,0.0,0.0,155,4.6
5750,0.0,0.0,205,3.0
5750,0.0,0.0,205,3.6
5750,0.0,0.0,205,4.1
5750,0.0,0.0,205,4.6
5750,0.0,0.0,250,3.0
5750,0.0,0.0,250,3.6
5750,0.0,0.0,250,4.1
5750,0.0,0.0,250,4.6
8250,0.0,0.0,155,3.0
8250,0.0,0.0,155,3.6
8250,0.0,0.0,155,4.1
8250,0.0,0.0,155,4.6
8250,0.0,0.0,205,3.0
8250,0.0,0.0,205,3.6
8250,0.0,0.0,205,4.1
8250,0.0,0.0,205,4.6
8250,0.0,0.0,250,3.0
8250,0.0,0.0,250,3.6
8250,0.0,0.0,250,4.1
8250,0.0,0.0,250,4.6
15000,0.0,0.0,155,3.0
15000,0.0,0.0,155,3.6
15000,0.0,0.0,155,4.1
15000,0.0,0.0,155,4.6
15000,0.0,0.0,205,3.0
15000,0.0,0.0,205,3.6
15000,0.0,0.0,205,4.1
15000,0.0,0.0,205,4.6
15000,0.0,0.0,250,3.0
15000,0.0,0.0,250,3.6
15000,0.0,0.0,250,4.1
15000,0.0,0.0,250,4.6
33500,0.0,0.0,155,3.0
33500,0.0,0.0,155,3.6
33500,0.0,0.0,155,4.1
33500,0.0,0.0,155,4.6
33500,0.0,0.0,205,3.0
33500,0.0,0.0,205,3.6
33500,0.0,0.0,205,4.1
33500,0.0,0.0,205,4.6
33500,0.0,0.0,250,3.0
33500,0.0,0.0,250,3.6
33500,0.0,0.0,250,4.1
33500,0.0,0.0,250,4.6
57500,0.0,0.0,155,3.0
57500,0.0,0.0,155,3.6
57500,0.0,0.0,155,4.1
57500,0.0,0.0,155,4.6
57500,0.0,0.0,205,3.0
57500,0.0,0.0,205,3.6
57500,0.0,0.0,205,4.1
57500,0.0,0.0,205,4.6
57500,0.0,0.0,250,3.0
57500,0.0,0.0,250,3.6
57500,0.0,0.0,250,4.1
57500,0.0,0.0,250,4.6
82500,0.0,0.0,155,3.0
82500,0.0,0.0,155,3.6
82500,0.0,0.0,155,4.1
82500,0.0,0.0,155,4.6
82500,0.0,0.0,205,3.0
82500,0.0,0.0,205,3.6
82500,0.0,0.0,205,4.1
82500,0.0,0.0,205,4.6
82500,0.0,0.0,250,3.0
82500,0.0,0.0,250,3.6
82500,0.0,0.0,250,4.1
82500,0.0,0.0,250,4.6
1000,0.0,1.2,125,3.6
1000,0.3,1.2,125,3.6
1000,0.5,1.2,125,3.6
1000,0.9,1.2,125,3.6
1000,0.0,1.2,125,4.3
1000,0.3,1.2,125,4.3
1000,0.5,1.2,125,4.3
1000,0.9,1.2,125,4.3
1000,0.0,1.2,125,5.1
1000,0.3,1.2,125,5.1
1000,0.5,1.2,125,5.1
1000,0.9,1.2,125,5.1
1000,0.0,1.2,195,3.6
1000,0.3,1.2,195,3.6
1000,0.5,1.2,195,3.6
1000,0.9,1.2,195,3.6
1000,0.0,1.2,195,4.3
1000,0.3,1.2,195,4.3
1000,0.5,1.2,195,4.3
1000,0.9,1.2,195,4.3
1000,0.0,1.2,195,5.1
1000,0.3,1.2,195,5.1
1000,0.5,1.2,195,5.1
1000,0.9,1.2,195,5.1
1000,0.0,1.5,125,3.75
1000,0.3,1.5,125,3.75
1000,0.5,1.5,125,3.75
1000,0.9,1.5,125,3.75
1000,0.0,1.5,125,4.45
1000,0.3,1.5,125,4.45
1000,0.5,1.5,125,4.45
1000,0.9,1.5,125,4.45
1000,0.0,1.5,125,5.25
1000,0.3,1.5,125,5.25
1000,0.5,1.5,125,5.25
1000,0.9,1.5,125,5.25
3350,0.0,1.2,125,3.6
3350,0.3,1.2,125,3.6
3350,0.5,1.2,125,3.6
3350,0.9,1.2,125,3.6
3350,0.0,1.2,125,4.3
3350,0.3,1.2,125,4.3
3350,0.5,1.2,125,4.3
3350,0.9,1.2,125,4.3
3350,0.0,1.2,125,5.1
3350,0.3,1.2,125,5.1
3350,0.5,1.2,125,5.1
3350,0.9,1.2,125,5.1
3350,0.0,1.2,195,3.6
3350,0.3,1.2,195,3.6
3350,0.5,1.2,195,3.6
3350,0.9,1.2,195,3.6
3350,0.0,1.2,195,4.3
3350,0.3,1.2,195,4.3
3350,0.5,1.2,195,4.3
3350,0.9,1.2,195,4.3
3350,0.0,1.2,195,5.1
3350,0.3,1.2,195,5.1
3350,0.5,1.2,195,5.1
3350,0.9,1.2,195,5.1
3350,0.0,1.5,125,3.75
3350,0.3,1.5,125,3.75
3350,0.5,1.5,125,3.75
3350,0.9,1.5,125,3.75
3350,0.0,1.5,125,4.45
3350,0.3,1.5,125,4.45
3350,0.5,1.5,125,4.45
3350,0.9,1.5,125,4.45
3350,0.0,1.5,125,5.25
1000,0.0,0.0,55,3.0
1000,0.0,0.0,55,3.6
1000,0.0,0.0,55,4.1
1000,0.0,0.0,55,4.6
1000,0.0,0.0,105,3.0
1000,0.0,0.0,105,3.6
1000,0.0,0.0,105,4.1
1000,0.0,0.0,105,4.6
3350,0.0,0.0,55,3.0
3350,0.0,0.0,55,3.6
3350,0.0,0.0,55,4.1
3350,0.0,0.0,55,4.6
3350,0.0,0.0,105,3.0
3350,0.0,0.0,105,3.6
3350,0.0,0.0,105,4.1
3350,0.0,0.0,105,4.6
5750,0.0,0.0,55,3.0
5750,0.0,0.0,55,3.6
5750,0.0,0.0,55,4.1
5750,0.0,0.0,55,4.6
5750,0.0,0.0,105,3.0
5750,0.0,0.0,105,3.6
5750,0.0,0.0,105,4.1
5750,0.0,0.0,105,4.6
8250,0.0,0.0,55,3.0
8250,0.0,0.0,55,3.6
8250,0.0,0.0,55,4.1
8250,0.0,0.0,55,4.6
8250,0.0,0.0,105,3.0
8250,0.0,0.0,105,3.6
8250,0.0,0.0,105,4.1
8250,0.0,0.0,105,4.6
15000,0.0,0.0,55,3.0
15000,0.0,0.0,55,3.6
15000,0.0,0.0,55,4.1
15000,0.0,0.0,55,4.6
15000,0.0,0.0,105,3.0
15000,0.0,0.0,105,3.6
15000,0.0,0.0,105,4.1
15000,0.0,0.0,105,4.6
33500,0.0,0.0,55,3.0
33500,0.0,0.0,55,3.6
33500,0.0,0.0,55,4.1
33500,0.0,0.0,55,4.6
33500,0.0,0.0,105,3.0
33500,0.0,0.0,105,3.6
33500,0.0,0.0,105,4.1
33500,0.0,0.0,105,4.6
57500,0.0,0.0,55,3.0
57500,0.0,0.0,55,3.6
57500,0.0,0.0,55,4.1
57500,0.0,0.0,55,4.6
57500,0.0,0.0,105,3.0
57500,0.0,0.0,105,3.6
57500,0.0,0.0,105,4.1
57500,0.0,0.0,105,4.6
82500,0.0,0.0,55,3.0
82500,0.0,0.0,55,3.6
82500,0.0,0.0,55,4.1
82500,0.0,0.0,55,4.6
82500,0.0,0.0,105,3.0
82500,0.0,0.0,105,3.6
82500,0.0,0.0,105,4.1
82500,0.0,0.0,105,4.6
1000,0.0,1.2,30,3.6
1000,0.3,1.2,30,3.6
1000,0.5,1.2,30,3.6
1000,0.9,1.2,30,3.6
1000,0.0,1.2,30,4.3
1000,0.3,1.2,30,4.3
1000,0.5,1.2,30,4.3
1000,0.9,1.2,30,4.3
1000,0.0,1.2,30,5.1
1000,0.3,1.2,30,5.1
1000,0.5,1.2,30,5.1
1000,0.9,1.2,30,5.1
1000,0.0,1.2,65,3.6
1000,0.3,1.2,65,3.6
1000,0.5,1.2,65,3.6
1000,0.9,1.2,65,3.6
1000,0.0,1.2,65,4.3
1000,0.3,1.2,65,4.3
1000,0.5,1.2,65,4.3
1000,0.9,1.2,65,4.3
1000,0.0,1.2,65,5.1
1000,0.3,1.2,65,5.1
1000,0.5,1.2,65,5.1
1000,0.9,1.2,65,5.1
1000,0.0,1.2,95,3.6
1000,0.3,1.2,95,3.6
1000,0.5,1.2,95,3.6
1000,0.9,1.2,95,3.6
1000,0.0,1.2,95,4.3
1000,0.3,1.2,95,4.3
1000,0.5,1.2,95,4.3
1000,0.9,1.2,95,4.3
1000,0.0,1.2,95,5.1
1000,0.3,1.2,95,5.1
1000,0.5,1.2,95,5.1
1000,0.9,1.2,95,5.1
1000,0.0,1.5,30,3.75
1000,0.3,1.5,30,3.75
1000,0.5,1.5,30,3.75
1000,0.9,1.5,30,3.75
1000,0.0,1.5,30,4.45
1000,0.3,1.5,30,4.45
1000,0.5,1.5,30,4.45
1000,0.9,1.5,30,4.45
1000,0.0,1.5,30,5.25
1000,0.3,1.5,30,5.25
1000,0.5,1.5,30,5.25
1000,0.9,1.5,30,5.25
1000,0.0,1.5,65,3.75
1000,0.3,1.5,65,3.75
1000,0.5,1.5,65,3.75
1000,0.9,1.5,65,3.75
1000,0.0,1.5,65,4.45
1000,0.3,1.5,65,4.45
1000,0.5,1.5,65,4.45
1000,0.9,1.5,65,4.45
1000,0.0,1.5,65,5.25
1000,0.3,1.5,65,5.25
1000,0.5,1.5,65,5.25
1000,0.9,1.5,65,5.25
1000,0.0,1.5,95,3.75
1000,0.3,1.5,95,3.75
1000,0.5,1.5,95,3.75
1000,0.9,1.5,95,3.75
1000,0.0,1.5,95,4.45
1000,0.3,1.5,95,4.45
1000,0.5,1.5,95,4.45
1000,0.9,1.5,95,4.45
1000,0.0,1.5,95,5.25
1000,0.3,1.5,95,5.25
1000,0.5,1.5,95,5.25
1000,0.9,1.5,95,5.25
1000,0.0,1.6,30,3.9
1000,0.3,1.6,30,3.9
1000,0.5,1.6,30,3.9
1000,0.9,1.6,30,3.9
1000,0.0,1.6,30,4.6
1000,0.3,1.6,30,4.6
1000,0.5,1.6,30,4.6
1000,0.9,1.6,30,4.6
1000,0.0,1.6,30,5.3
1000,0.3,1.6,30,5.3
1000,0.5,1.6,30,5.3
1000,0.9,1.6,30,5.3
1000,0.0,1.6,65,3.9
1000,0.3,1.6,65,3.9
1000,0.5,1.6,65,3.9
1000,0.9,1.6,65,3.9
1000,0.0,1.6,65,4.6
1000,0.3,1.6,65,4.6
1000,0.5,1.6,65,4.6
1000,0.9,1.6,65,4.6
1000,0.0,1.6,65,5.3
1000,0.3,1.6,65,5.3
1000,0.5,1.6,65,5.3
1000,0.9,1.6,65,5.3
1000,0.0,1.6,95,3.9
1000,0.3,1.6,95,3.9
1000,0.5,1.6,95,3.9
1000,0.9,1.6,95,3.9
1000,0.0,1.6,95,4.6
1000,0.3,1.6,95,4.6
1000,0.5,1.6,95,4.6
1000,0.9,1.6,95,4.6
1000,0.0,1.6,95,5.3
1000,0.3,1.6,95,5.3
1000,0.5,1.6,95,5.3
1000,0.9,1.6,95,5.3
3350,0.0,1.2,30,3.6
3350,0.3,1.2,30,3.6
3350,0.5,1.2,30,3.6
3350,0.9,1.2,30,3.6
3350,0.0,1.2,30,4.3
3350,0.3,1.2,30,4.3
3350,0.5,1.2,30,4.3
3350,0.9,1.2,30,4.3
3350,0.0,1.2,30,5.1
3350,0.3,1.2,30,5.1
3350,0.5,1.2,30,5.1
3350,0.9,1.2,30,5.1
3350,0.0,1.2,65,3.6
3350,0.3,1.2,65,3.6
3350,0.5,1.2,65,3.6
3350,0.9,1.2,65,3.6
3350,0.0,1.2,65,4.3
3350,0.3,1.2,65,4.3
3350,0.5,1.2,65,4.3
3350,0.9,1.2,65,4.3
3350,0.0,1.2,65,5.1
3350,0.3,1.2,65,5.1
3350,0.5,1.2,65,5.1
3350,0.9,1.2,65,5.1
3350,0.0,1.2,95,3.6
3350,0.3,1.2,95,3.6
3350,0.5,1.2,95,3.6
3350,0.9,1.2,95,3.6
3350,0.0,1.2,95,4.3
3350,0.3,1.2,95,4.3
3350,0.5,1.2,95,4.3
3350,0.9,1.2,95,4.3
3350,0.0,1.2,95,5.1
3350,0.3,1.2,95,5.1
3350,0.5,1.2,95,5.1
3350,0.9,1.2,95,5.1
3350,0.0,1.5,30,3.75
3350,0.3,1.5,30,3.75
3350,0.5,1.5,30,3.75
3350,0.9,1.5,30,3.75
3350,0.0,1.5,30,4.45
3350,0.3,1.5,30,4.45
3350,0.5,1.5,30,4.45
3350,0.9,1.5,30,4.45
3350,0.0,1.5,30,5.25
3350,0.3,1.5,30,5.25
3350,0.5,1.5,30,5.25
3350,0.9,1.5,30,5.25
3350,0.0,1.5,65,3.75
3350,0.3,1.5,65,3.75
3350,0.5,1.5,65,3.75
3350,0.9,1.5,65,3.75
3350,0.0,1.5,65,4.45
3350,0.3,1.5,65,4.45
3350,0.5,1.5,65,4.45
3350,0.9,1.5,65,4.45
3350,0.0,1.5,65,5.25
3350,0.3,1.5,65,5.25
3350,0.5,1.5,65,5.25
3350,0.9,1.5,65,5.25
3350,0.0,1.5,95,3.75
3350,0.3,1.5,95,3.75
3350,0.5,1.5,95,3.75
3350,0.9,1.5,95,3.75
3350,0.0,1.5,95,4.45
